31.213361,121.450942,1
31.214522,121.450309,-1
31.214827,121.450183,2
31.215678,121.449848,-1
31.216467,121.449542,3
31.216139,121.448434,-1
31.216070,121.448214,4
31.215359,121.448472,5
31.214992,121.447479,-1
31.214584,121.446361,-1
31.214364,121.445417,-1
31.214322,121.445234,6
31.214134,121.444263,-1
31.213829,121.442925,-1
31.213588,121.441876,-1
31.213354,121.440870,-1
31.213279,121.440572,-1
31.213171,121.440323,-1
31.213058,121.440138,7
31.212239,121.440572,-1
31.211613,121.440905,8
31.211239,121.441104,-1
31.211099,121.441141,-1
31.210941,121.441098,-1
31.210748,121.441045,9
31.210705,121.442225,-1
31.210624,121.444057,10
31.210530,121.444049,-1
31.210393,121.443925,-1
31.210106,121.443617,-1
31.209716,121.443209,-1
31.209512,121.443059,-1
31.209227,121.442922,-1
31.208544,121.442801,-1
31.208080,121.442718,11,
31.207757,121.443070,-1
31.207468,121.443391,12
31.206403,121.441731,-1
31.205334,121.440063,13
31.204426,121.440605,-1
31.202604,121.441675,14
31.201760,121.442150,-1
31.200647,121.442777,-1
31.200067,121.443088,15
31.200035,121.443005,-1
31.199688,121.442756,-1
31.198674,121.442034,-1
31.196240,121.440243,16
31.195526,121.441195,-1
31.195318,121.441391,17
31.194317,121.439717,18